Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar,RPM,Current_A,Voltage_V,Operating_Hours,Load_Percentage,Maintenance_Count,Last_Maintenance_Days,Failure_History,Machine_Status
M08959,81.44,6.53,74.68,2350,6.9,435.56,6278,66.68,4,147,No,Normal
M08960,66.4,2.75,78.84,2661,4.99,375.9,6743,62.51,0,95,No,Normal
M08961,75.52,4.16,77.33,2911,3.48,443.53,4336,59.13,4,228,No,Normal
M08962,68.33,1.97,112.07,2755,9.92,474.22,4288,49.4,5,92,No,Normal
M08963,73.08,3.88,77.57,2465,9.14,433.59,3939,99.69,0,72,No,Fault
M08964,67.26,1.48,79.57,1628,9.39,430.84,4916,86.32,4,300,No,Normal
M08965,78,5.84,107.63,2277,12.39,393.97,4513,88.6,2,8,No,Normal
M08966,51.46,5.88,93.07,3498,8.85,401.27,6211,85.45,4,70,Yes,Fault
M08967,65.64,5.91,98.8,2228,9.02,396.88,6305,85.41,3,114,No,Normal
M08968,73.56,4.55,72.31,1684,5.29,390.24,1040,94.26,4,99,No,Normal
M08969,76.4,2.92,77.58,2114,12.24,408.22,5569,61.74,2,182,Yes,Normal
M08970,87.92,3.06,70.44,2742,8.12,423.66,5120,54.55,3,64,No,Normal
M08971,65.31,7.25,96.22,2307,6.62,390.99,5904,77.78,4,133,No,Normal
M08972,87.75,7.08,102.15,2618,8.98,405.27,7832,77.59,1,110,Yes,Fault
M08973,62.09,4.72,76.6,2281,13.1,423.93,2827,75.86,3,100,No,Fault
M08974,85.94,3.57,79.9,3456,13.41,355.73,2580,68.52,3,59,No,Normal
M08975,79.81,6.96,80.51,3119,6.27,441.58,7974,58.02,1,133,Yes,Fault
M08976,59.04,3.25,63.34,4242,11.2,420.97,6742,72.38,2,161,No,Fault
M08977,73.68,4.91,75.57,2552,9.27,421.35,11398,56.53,4,32,No,Normal
M08978,69.39,6.93,95.83,2615,10.77,447.38,4608,52.84,3,250,No,Normal
M08979,77.51,2.99,72.74,3569,9.14,441.27,9205,73.95,2,96,No,Normal
M08980,67.32,5.99,86.3,3054,9.91,432,3944,53.97,5,194,Yes,Fault
M08981,66.31,5.44,66.69,2188,11.54,422.83,6952,84.26,2,58,No,Normal
M08982,86.43,4.43,82.98,3162,4.48,414.73,5873,48.64,5,37,Yes,Normal
M08983,68.82,2.71,77.11,3058,9.33,398.73,376,82.89,4,54,Yes,Normal
M08984,79.92,3.2,67.9,1634,5.81,388.1,4534,39.01,3,246,Yes,Normal
M08985,67.3,5.02,96.07,2377,7.43,425.84,3704,49.66,3,9,Yes,Normal
M08986,90,1.94,96.85,2924,8.5,426.03,4166,97.24,4,38,No,Normal
M08987,61.86,4.74,71.43,3740,6.18,418.95,3065,92.87,3,76,No,Normal
M08988,62.63,5.47,81.97,3254,7.16,377.37,5220,46.67,2,61,No,Normal
M08989,88.29,6.27,85.62,2433,5.28,340.65,8761,69.3,2,113,No,Normal
M08990,64.66,1.98,59.59,2340,7.14,416.56,4880,45.43,3,32,No,Normal
M08991,89.21,6.87,65.44,3319,9.68,363.65,9672,80.58,2,34,No,Fault
M08992,80.7,7.55,103.01,1223,10.49,423.9,2606,72.98,2,36,No,Normal
M08993,68.14,5.24,70.09,2275,6.73,469.56,2128,67.26,4,128,Yes,Normal
M08994,48.24,2.63,102.61,3716,11.55,424.27,6807,59.37,1,221,No,Fault
M08995,69.77,3.91,66.16,2993,9.83,402.78,5073,81.26,3,37,No,Normal
M08996,71.22,4.41,94.22,2307,11.8,385.72,5126,74.24,3,99,No,Normal
M08997,84.01,4.99,80.64,2019,4.43,398.85,5597,42.13,3,93,No,Normal
M08998,89.06,4.54,82.61,3346,9.22,413.97,3881,67.24,3,44,No,Fault
M08999,61.78,5.01,110.98,2851,9.91,445.04,8431,52.31,5,181,Yes,Fault
M09000,79.61,4.34,67.44,2658,4.55,418.93,5425,71.17,5,136,Yes,Normal
M09001,79.18,4.98,93.33,3043,14.05,406.83,4210,67.71,1,130,No,Fault
M09002,82.88,3.67,92.75,2907,7.04,433.85,7292,71.4,3,127,No,Fault
M09003,75.98,3.89,125,2857,9.75,456.33,2540,78.02,6,149,Yes,Fault
M09004,46.69,3.46,69.92,1939,10.63,423.78,12000,47.36,3,136,No,Normal
M09005,68.13,7.95,76.24,2133,8.73,420.35,4876,70.34,0,274,Yes,Fault
M09006,56.13,7.14,96.42,3286,11.69,368.52,4190,88.24,1,26,Yes,Fault
M09007,67.57,5.5,82.2,3163,13.09,376.87,12000,83.15,2,157,No,Fault
M09008,81.76,6.89,78.52,3048,5.95,373.29,12000,58.67,1,80,No,Fault
M09009,73.66,5.94,98.41,2419,8.77,409.64,6221,72.22,2,178,No,Fault
M09010,83.78,4.83,81.27,3297,10.61,391.65,7710,55.95,0,65,Yes,Fault
M09011,74.1,1.79,72.51,2559,4.74,401.11,6730,80.71,4,93,No,Normal
M09012,54.42,4.03,95.17,3646,10.95,391.3,6235,55.95,5,138,No,Normal
M09013,39.75,3.9,90.25,2315,12.43,393.77,12000,41.61,4,197,No,Normal
M09014,71.79,2.46,80.62,2459,11.45,363.08,6876,81.83,2,95,No,Normal
M09015,67.43,1.82,79.96,2702,9.51,421.16,2773,100,1,153,No,Normal
M09016,58.28,5.39,72.19,3351,12.04,434.6,12000,85.95,3,125,No,Fault
M09017,49.59,5.08,95.15,2777,9.32,416.95,8558,91.09,3,141,Yes,Fault
M09018,61.18,2.4,79.96,2824,5.46,425.22,9284,48.86,3,51,No,Normal
M09019,67.67,3.16,74.22,2545,7.3,428.02,3770,87.01,1,113,No,Normal
M09020,77.99,6.59,67,2974,7.91,426.91,7662,86.3,3,82,Yes,Normal
M09021,72.26,2.92,90.49,2754,8.35,438.7,6395,79.41,3,142,No,Normal
M09022,89.3,4.81,77.88,2290,8.28,448.34,4782,43.4,3,156,No,Normal
M09023,57.57,4.16,56.82,2883,7.72,459.19,1549,87.61,3,58,Yes,Normal
M09024,80.57,5.41,68.15,2898,9,361.08,4770,83.16,5,140,No,Normal
M09025,70.57,2.96,81.73,4327,11.96,428.08,9903,67.2,3,26,Yes,Fault
M09026,78.34,4.66,82.12,2403,8.99,381.12,8914,61.25,3,149,No,Fault
M09027,64.76,4.8,81.59,2254,9.95,454.37,7524,85.78,4,241,No,Fault
M09028,82.86,4.91,79.64,2981,3.45,416.85,7659,44.52,4,138,Yes,Normal
M09029,73.54,4.64,64.34,2155,8.79,422.74,7333,58.79,1,25,No,Normal
M09030,61.85,5.12,72.76,2103,11,418.28,2810,100,5,70,Yes,Normal
M09031,69.86,8.45,101.57,1866,11.37,420.89,6540,51.4,2,224,No,Fault
M09032,67.13,9.11,99.51,2297,11.13,461.13,2315,99.02,6,47,No,Fault
M09033,75.87,3.35,93.09,2313,9.2,449.71,3853,61.36,2,184,No,Normal
M09034,55.84,0.5,91.85,1966,9.45,459.93,9143,57.38,4,29,No,Normal
M09035,69.65,5.57,97.67,2637,6.95,409.55,7020,86.11,1,104,No,Normal
M09036,74.74,4.84,69.31,1262,10.44,355.51,5370,78.03,3,18,Yes,Normal
M09037,70.4,6.41,85.46,3120,6.96,435.92,6082,100,3,34,Yes,Fault
M09038,86.16,5.01,69.32,2438,10.07,383.74,8782,62.48,2,53,No,Normal
M09039,79.29,4.61,69.56,2534,8.6,404.86,4797,57.59,2,65,No,Normal
M09040,69.91,6.53,90.15,3181,8.53,413.26,5242,72.01,0,185,No,Fault
M09041,72.6,6.78,98.25,3042,10.8,415.06,5296,63.02,2,42,No,Fault
M09042,73.55,2,82.29,2391,9.79,433.03,5514,85.01,2,152,No,Normal
M09043,74.84,3.03,108.09,3094,9.15,389.14,7500,79.21,6,55,No,Normal
M09044,48.09,4.31,87.96,3807,7.36,432.54,5522,73.25,3,153,Yes,Normal
M09045,66.38,4.68,74.13,2142,12.19,409.67,8177,100,1,89,No,Fault
M09046,52.19,4.09,69.79,3290,9.27,480,2305,30.59,4,38,No,Normal
M09047,85.34,5.28,99.25,2076,10.22,370.48,1707,62.4,2,37,No,Normal
M09048,69.27,6.29,86.8,3564,8.69,418.57,6045,66.28,4,162,No,Fault
M09049,67.68,7.6,94.46,2337,6.9,432.22,3331,87.03,4,17,Yes,Normal
M09050,80.76,5.54,47.79,2312,9.32,403.49,12000,80.48,4,144,No,Normal
M09051,75.07,2.97,88.43,3547,7.13,398.93,1509,53.57,4,85,Yes,Normal
M09052,56.46,4.23,77.84,3269,9.51,452.09,4869,47.32,1,27,No,Normal
M09053,69.15,4.36,65.49,2359,2,438.55,1954,55.85,6,138,No,Normal
M09054,65.98,5.43,84.12,2883,7.58,392.63,3592,63.37,2,143,No,Normal
M09055,49.07,5.2,100.29,2339,8.47,373.48,12000,93.67,7,120,No,Normal
M09056,61.72,8.19,116.73,1765,6.3,431.48,4915,79.08,3,49,Yes,Fault
M09057,67.8,3.67,88.39,2923,9.34,424.04,4863,48.92,2,76,No,Normal
M09058,68.62,5.19,75.07,2568,7.53,430.99,4201,61.08,3,191,No,Normal
M09059,52.21,8.74,74.23,2185,8.49,411.33,3865,89.94,6,223,Yes,Normal
M09060,83.82,3.45,98.48,3648,7.23,439.05,3832,65.25,1,44,No,Normal
M09061,68.77,4.76,71.04,2207,10.74,459.81,8423,87.39,2,172,No,Normal
M09062,70.45,2.8,93.71,2894,9.76,457.85,8944,74.07,0,49,No,Fault
M09063,74.81,4.65,89.11,3502,9.19,392.07,3414,79.52,1,144,No,Fault
M09064,60.54,3.1,87.56,2634,8.64,480,5921,100,1,254,Yes,Normal
M09065,75.48,6.38,63.05,2323,14.32,433.43,9316,67.03,5,168,No,Fault
M09066,65.6,4.77,80,2994,8.14,375.06,5703,50.26,2,188,Yes,Normal
M09067,59.24,2.82,64.59,3096,6.9,427.25,6467,56.93,6,98,No,Normal
M09068,76.88,6.01,76.76,3370,5.8,421.43,3408,68.49,7,228,No,Normal
M09069,87.9,4.82,97.84,4016,10.58,411.74,3620,68.27,4,45,Yes,Fault
M09070,78.7,6.22,102.23,2503,12.25,409.31,3703,57.39,2,103,No,Fault
M09071,81.08,2.43,88,2927,6.55,434.66,5487,92.61,3,85,Yes,Normal
M09072,63.75,5.16,77.02,1975,7.84,434.77,7688,70.38,3,57,Yes,Normal
M09073,50.83,5.89,107.23,3233,7.67,398.57,2666,79.85,4,193,Yes,Normal
M09074,87.88,3.74,76.83,2919,8.21,400,4682,42.41,2,197,No,Normal
M09075,94.65,2.23,69.1,2684,4.43,398.9,8005,41.91,2,58,No,Normal
M09076,88.51,4.43,94.75,2398,10.36,410.11,4751,56.3,2,211,No,Normal
M09077,65.97,6.71,91.41,2574,11.24,439.82,6035,82.15,1,42,No,Fault
M09078,56.14,6.53,77.4,2954,4.12,448.67,9869,39.85,6,72,No,Normal
M09079,57.21,3.73,86.4,2172,12.54,409,6354,48.85,5,52,No,Normal
M09080,49.8,2.19,91.19,2600,12.22,445.77,3305,34.5,2,154,Yes,Normal
M09081,68.71,3.72,87.85,2811,2,427.37,5647,29.54,5,163,No,Normal
M09082,89.27,3.66,91.43,1799,3.5,418.73,3418,75.89,5,113,No,Normal
M09083,68.3,5.3,77.92,2117,8.19,467.29,7567,95.32,4,219,Yes,Fault
M09084,73.63,4.31,92.37,2371,11.53,424.22,5131,80.03,3,163,No,Fault
M09085,86.51,3.14,85.25,3819,9.17,411.21,3734,73.74,1,91,No,Fault
M09086,65.15,6.49,78.39,2260,8.55,438.4,6359,62.66,5,44,No,Normal
M09087,94.43,4.75,81.56,2764,9.82,380.54,7007,73.93,2,171,Yes,Fault
M09088,93.91,5.28,83.63,2124,6.64,408.86,2643,65.41,3,115,No,Normal
M09089,68.43,1.4,64.76,2295,11.44,422.33,2513,78.98,1,148,No,Normal
M09090,63.07,0.5,76.09,1863,8.26,435.14,1802,60.64,2,123,Yes,Normal
M09091,78.37,1.91,85.91,3236,4.74,421.75,5699,76.78,6,45,No,Normal
M09092,65.83,3.64,66.09,1938,6.67,378.91,4279,34.69,2,28,No,Normal
M09093,56.12,5.54,76.32,3390,9.35,390.22,3223,30.26,7,131,No,Normal
M09094,85.37,0.5,118.39,3104,7.83,402.93,6493,90.09,3,141,Yes,Fault
M09095,84.6,7.37,69.19,2751,7.6,421.76,1025,53.42,3,91,No,Normal
M09096,71.87,4.81,79.63,3411,8.97,378.69,1889,91.34,1,188,No,Fault
M09097,54.85,6.95,73.33,4500,9.32,454.45,8414,77.9,2,196,No,Fault
M09098,55.25,2.91,83.36,3110,5.67,423.76,3310,56.26,4,38,No,Normal
M09099,71.29,5.41,73.59,2072,11.31,423,1194,68.97,2,79,Yes,Normal
M09100,64,4.65,81.59,3768,8.2,410.15,5807,65.62,2,207,No,Normal
M09101,65.91,5.97,74.94,2921,9.47,374.59,3671,86.82,4,52,No,Normal
M09102,82.26,4.08,99.77,4172,8.72,417.54,2879,51.35,4,53,Yes,Normal
M09103,78.8,5.35,86.14,2471,7.56,435.95,5754,83.27,5,26,No,Normal
M09104,86.54,6.48,70.96,3633,10.6,410.71,2332,54.61,5,99,No,Fault
M09105,58.11,3.33,96.77,2800,8.69,444.94,3261,43.84,3,93,No,Normal
M09106,65.88,4.94,71.58,4500,8.67,413.25,7699,44.96,7,80,Yes,Fault
M09107,79.11,1.1,63.1,2617,2.78,434.49,12000,51.69,3,65,No,Normal
M09108,75.38,5.76,84.96,4500,10.39,411.9,5607,52.99,2,82,No,Fault
M09109,88.39,8.02,111.7,3086,8.11,425.62,3753,60.53,7,92,Yes,Fault
M09110,75.05,2.26,59.41,3351,10.24,439.31,5216,64.2,0,58,No,Normal
M09111,92.18,4.34,66.37,3905,12.28,384.75,2102,56.93,1,155,No,Fault
M09112,76.48,6.08,95.54,2288,10.39,433.12,4297,60.71,4,53,Yes,Normal
M09113,82.75,4.56,76.01,3430,8.62,444.52,4225,93.45,5,93,No,Fault
M09114,66.12,4.8,93.57,2610,7.84,476.33,3175,59.12,1,140,No,Normal
M09115,70.17,3.8,73.28,2898,14.31,416.99,4394,60.72,2,181,No,Normal
M09116,80.93,3.73,86.99,2854,9.61,356.22,5608,58.72,4,96,No,Normal
M09117,89.36,4.34,109.42,3172,8.98,365.14,5181,82.62,7,101,No,Fault
M09118,78.75,4.58,68.28,3145,8.08,390.16,4561,28.49,3,65,No,Normal
M09119,69,2.37,99.33,2426,6.44,450.91,5284,60.98,3,63,No,Normal
M09120,86.53,4.38,94.52,2881,4.01,476.51,6889,65.74,2,69,No,Normal
M09121,43.7,7.32,64.15,1283,12,403.62,8441,42.54,6,91,No,Normal
M09122,52.93,3.75,92.82,3444,6.71,416.49,2133,58.28,2,75,No,Normal
M09123,78.18,2.27,86.02,3901,8.06,342.73,4144,55.4,4,89,No,Normal
M09124,70.17,4.23,86.28,2924,8.26,433.24,6000,67.42,1,94,No,Normal
M09125,77.27,3.21,89.71,1756,11.8,418.76,8761,57.01,1,41,No,Normal
M09126,70.77,2.09,80.09,3283,6.74,408,1711,35.97,2,100,No,Normal
M09127,76.85,4.75,85.98,2304,9.09,388.02,1968,83.3,5,74,Yes,Normal
M09128,60.23,3.22,88.38,2919,9.68,405.13,4646,69.92,1,43,No,Normal
M09129,76.85,3.38,95.44,3246,5.32,377.33,8047,70.4,0,108,No,Normal
M09130,81.93,4.78,63.62,3155,5.1,390.9,3733,94.1,2,203,No,Normal
M09131,84.65,1.74,103.07,3503,6.86,379.42,6177,58.24,6,147,No,Normal
M09132,94.16,1.37,68.83,2895,9.06,386.53,7238,92.4,3,74,No,Normal
M09133,72.93,5.71,95.66,2913,8.77,382.66,5738,70.26,2,192,No,Normal
M09134,73.29,1.02,86.11,3279,8.23,431.16,3011,49.94,5,64,Yes,Normal
M09135,51.72,2.74,67.06,2754,10,382.8,8681,67.45,3,87,No,Normal
M09136,63.62,1.26,92.39,2353,6.53,413.54,12000,85.51,4,66,Yes,Normal
M09137,67.68,3.62,71.76,3094,8.11,384.43,12000,41.18,3,43,Yes,Normal
M09138,82.6,5.27,99.96,2066,8.24,385.52,8556,71.01,6,160,No,Normal
M09139,62.67,4.7,75.05,2747,6.59,384.42,3347,89.93,5,114,No,Normal
M09140,79.56,8.81,64.07,1904,13.79,442.37,5599,90.07,5,104,Yes,Fault
M09141,69.98,6.46,106.47,2439,3.53,409.89,7192,55.78,2,67,Yes,Normal
M09142,67.87,2.82,87.54,2466,11.35,394.08,4805,52.87,6,140,No,Normal
M09143,72.99,2.35,97.14,2160,10.34,386.88,3331,49.86,2,97,No,Normal
M09144,65.31,9.37,73.08,3515,10.36,377.36,7021,74.55,1,227,Yes,Fault
M09145,64.85,6.41,58.51,3462,8.72,394.89,5802,56.1,1,140,No,Normal
M09146,49.54,5.56,108.45,3654,11.57,374.78,4263,83.5,0,51,No,Fault
M09147,67.02,4.63,84.91,2678,7.47,402.83,4368,42.26,4,145,No,Normal
M09148,64.24,4.99,91.88,2518,9.4,395.18,4571,72.19,1,31,Yes,Fault
M09149,63.81,1.83,94.19,3322,8.67,393.18,5860,68.21,2,54,No,Normal
M09150,75,4.78,80.3,2883,7.97,449.67,3449,65.56,0,83,No,Normal
M09151,77.9,4.63,88.17,2880,8.78,408.17,4646,78.29,6,133,Yes,Normal
M09152,72.79,2.87,107.32,1147,6.32,409.9,11549,60.82,2,164,Yes,Normal
M09153,81.94,3.53,84.55,3292,6.97,450.9,6479,91.29,3,105,No,Fault
M09154,76.91,7.23,98.19,3206,12.13,376.96,4971,50.37,2,171,Yes,Fault
M09155,66.46,4.27,57.12,2796,15.13,401.36,4020,85.55,0,178,No,Fault
M09156,64.45,8.23,100.73,3330,9.7,371.62,3799,45.27,4,96,No,Normal
M09157,73.75,1.37,63.69,3191,10.42,416.97,7613,66.7,5,87,No,Normal
M09158,76.89,3.56,99.13,2347,9.08,432,9850,49.67,3,40,Yes,Fault
M09159,86.77,1.71,90.47,2657,9.55,347.1,4268,52.52,1,205,No,Normal
M09160,84.29,2.32,83.66,2145,9.75,439.08,7673,59.5,2,48,No,Normal
M09161,63.5,3.01,83.61,3750,10.88,423.71,7503,62.83,3,168,No,Fault
M09162,68.78,5.07,81.46,3435,12.03,416.02,10037,93.21,4,227,Yes,Fault
M09163,78.05,4.98,73.51,2271,6.47,380.23,10538,69.22,8,73,No,Normal
M09164,82.82,3.28,82.12,3202,15,436.61,5297,83.14,3,115,No,Fault
M09165,81.27,0.5,115.91,2981,8.82,462.12,3507,47.85,2,175,No,Normal
M09166,69.23,7.16,103.23,2354,8.82,403.59,5895,72.65,2,73,No,Normal
M09167,54.95,3.99,72.81,2881,7.55,406.11,5294,83.53,3,200,No,Normal
M09168,58.01,2.49,88.75,3358,7.56,415.64,5385,57.3,4,60,No,Normal
M09169,73.27,4.99,86.34,3411,9.92,403.82,5272,73.39,4,84,No,Fault
M09170,74.11,4.87,83.01,4316,9.97,410.01,5888,63.17,3,137,Yes,Fault
M09171,56.82,3.92,70.96,2861,9.8,443.8,3021,66.53,3,57,No,Normal
M09172,70.53,4.77,91.24,2645,7.45,413.14,6226,58.71,3,123,No,Normal
M09173,77.57,2.42,96.85,3165,2.29,423.12,2276,52.68,3,113,Yes,Normal
M09174,56.19,5.87,73.33,2681,4.37,471.93,5826,95.35,3,72,Yes,Normal
M09175,83.26,2.71,112.38,2420,8.53,456,9471,63.14,5,155,No,Normal
M09176,65.47,3.41,106.31,2198,9.27,385.69,4673,100,2,224,No,Normal
M09177,85.09,5.67,92.67,1000,7.53,463.84,8750,71.93,5,140,No,Normal
M09178,63.6,6.67,67.76,3278,6.91,453.55,4757,71.46,2,322,No,Fault
M09179,57.68,7.35,90.62,1735,9.18,456.84,3211,77.93,4,136,Yes,Normal
M09180,64.5,6.4,88.95,2228,8.25,397.49,9830,61.56,3,91,No,Normal
M09181,68.86,3.92,92.18,2990,7.4,420.92,5539,92.41,3,48,No,Normal
M09182,65.34,1.73,107.27,2591,4.78,404.03,8547,70.04,2,136,No,Normal
M09183,67.41,7.03,82.54,4197,6.56,418.39,4971,77,1,57,No,Fault
M09184,74.01,6.97,113.67,1819,10.64,464.05,6654,65.66,3,170,Yes,Fault
M09185,67.95,3.29,90.69,4255,6.29,418.92,5334,70.98,4,254,No,Normal
M09186,69.21,6.16,80.93,3697,10.03,366.84,4220,48.92,1,125,No,Fault
M09187,49.49,3.9,118.59,3391,11.69,404.55,4371,100,3,184,No,Fault
M09188,74.7,7.2,96.62,3736,6.68,396.67,2743,69.9,9,25,No,Normal
M09189,68.93,3.57,78.63,3063,7.48,465.11,1663,61.1,2,58,Yes,Normal
M09190,89.32,8.06,86.18,1693,10.77,392.23,4333,57.95,3,79,No,Normal
M09191,58.73,5.92,93.89,3135,11.34,403.6,5066,69.68,3,14,No,Normal
M09192,48.3,7.74,82.89,1838,7.02,404.57,4501,55.94,4,49,No,Normal
M09193,77.42,3.67,86.87,2457,4.77,459.79,2569,51.26,1,48,Yes,Normal
M09194,74.16,5.23,73.56,2749,11.39,441.89,6478,77.87,1,203,No,Normal
M09195,57.9,2.76,61.41,2208,9.84,430.9,10195,47.95,2,74,No,Normal
M09196,51.64,6.02,86.49,3415,9.42,421.52,9037,28.09,2,76,Yes,Normal
M09197,88.45,6.12,86.96,2661,10.61,421.02,6875,77.49,3,184,No,Fault
M09198,86.97,8.81,92.38,3066,5.77,417.13,4139,76.7,2,19,Yes,Fault
M09199,40.15,5.37,76.93,2794,9.4,472.55,7583,66.74,4,87,No,Normal
M09200,64.5,5.8,66.23,2882,7.84,379.52,4028,66.74,5,85,Yes,Normal
M09201,89.97,3.65,71.49,2224,9.89,337.57,2287,66.44,3,36,No,Normal
M09202,64.29,5.47,99.78,2037,10.34,427.4,4895,75.4,2,90,No,Normal
M09203,64.11,3.82,75.67,2700,10.75,454.28,7421,68.59,4,41,No,Normal
M09204,66.61,4.71,78.81,2172,9.88,420.2,4749,81.65,6,63,No,Normal
M09205,56.55,4.81,80.63,3706,9.08,359.56,7786,78.18,4,107,Yes,Fault
M09206,49.54,3.87,76.33,1905,9.15,435.88,7751,61.92,1,167,No,Normal
M09207,82.63,4.61,75.3,4319,9.34,385.18,5168,71.35,1,46,No,Fault
M09208,47.88,3.82,72.8,2996,7.06,379.06,4479,74.36,5,127,No,Normal
M09209,72.97,3.82,104.61,2845,7.65,387.62,4997,35.11,4,75,No,Normal
M09210,80.64,6.44,94.52,2449,9.43,369.96,3477,65.36,5,145,No,Normal
M09211,52.59,4.82,102.47,3227,10,420.69,3429,56.58,2,71,No,Normal
M09212,58.91,5.12,105.29,2667,7,396.86,7713,78.88,5,62,No,Normal
M09213,84.56,1.88,52.1,2995,6.02,377.75,8037,47.24,6,232,No,Normal
M09214,76.39,5.26,89.81,3347,4.65,480,3852,70.43,2,75,No,Normal
M09215,62.59,5.45,76.79,3235,5.6,400.12,4562,64.59,3,156,No,Normal
M09216,84.43,3.78,100.64,3606,7.26,416.45,12000,33.06,2,117,No,Fault
M09217,84.48,8.25,74.62,3150,7.47,458.51,2173,87.48,1,148,Yes,Fault
M09218,73.23,0.5,70.24,2182,7.85,433.97,7179,75.37,2,75,No,Normal
M09219,59.2,5.91,64.92,1448,5.73,468.44,10828,52.55,0,87,No,Normal
M09220,65.04,5.78,80.76,2937,4.33,395.51,8590,72.39,4,115,No,Normal
M09221,73.44,5.47,97.81,2947,8.79,444.33,7478,72.27,2,72,No,Normal
M09222,67.74,4.82,88.59,4052,8.79,428.74,8803,47.87,6,121,Yes,Fault
M09223,81.27,5.49,68.16,2725,9.93,442.86,8629,54.07,0,96,No,Fault
M09224,51.64,6.06,115.14,3043,10.37,438.64,4696,48.41,5,79,Yes,Normal
M09225,52.07,3.19,94.09,3305,9.4,393.39,2509,33.54,4,117,No,Normal
M09226,72.17,5.04,95.88,3134,8.76,480,12000,91.08,2,47,Yes,Fault
M09227,64.1,4.17,102.99,3349,10.51,351.7,4028,100,0,72,No,Fault
M09228,62.48,2.53,62.04,2268,11.78,390.8,3303,58.52,4,175,No,Normal
M09229,48.78,5.79,72.24,2165,6.94,434.07,3546,53.74,2,58,Yes,Normal
M09230,70.23,3.48,96.52,2618,10.27,423.14,4442,53.22,3,78,No,Normal
M09231,69.37,1.8,73.65,1387,7.06,418.75,2122,80.51,3,142,Yes,Normal
M09232,77.84,3.53,81.15,2774,9,435.04,6429,87.12,4,87,Yes,Normal
M09233,70.83,3.06,83.91,2371,10.96,391.4,9169,82.36,3,65,No,Normal
M09234,68.41,6.35,67.12,3009,7.87,438.52,4424,82.84,3,103,No,Fault
M09235,84.12,4.78,79.95,2628,6.31,411.38,5968,83.63,1,104,No,Normal
M09236,54.25,6.99,97.8,2140,7.44,454.23,4822,58.78,3,75,No,Normal
M09237,76.44,3.3,95.21,3652,6.31,406.47,4973,39.75,6,144,No,Normal
M09238,49.95,6.07,100.58,2854,6.03,428.1,11248,79.82,5,61,No,Normal
M09239,59.94,9.61,99.14,3361,11.28,432.85,7477,67.18,3,125,No,Fault
M09240,55.45,5.14,90.68,2919,9.72,440.35,5779,76.3,2,43,No,Normal
M09241,79.38,6.05,89.57,3102,6.85,416.05,8237,64.76,3,114,Yes,Fault
M09242,69.22,5.75,88.55,1915,6.24,406.98,6954,74.17,3,27,Yes,Normal
M09243,69.84,1.94,76.22,3631,6.39,393.3,6068,76.7,1,82,No,Normal
M09244,56.72,5.55,70.58,3371,6.84,428.61,2237,67.23,1,154,No,Normal
M09245,66.4,5.05,75.35,2788,11.15,361.88,3027,100,4,109,No,Normal
M09246,60.84,4.03,80.44,2987,8.25,423.65,3389,67.33,2,110,Yes,Normal
M09247,74.6,2.91,75.82,3452,13.4,425.73,1514,49.31,4,42,No,Normal
M09248,58.11,5.75,90.79,2558,8.41,467.47,2491,67.82,3,16,Yes,Normal
M09249,85.96,2.75,87.83,1771,7.18,396.5,4724,60.04,2,64,No,Normal
M09250,49.89,8.34,89.33,2570,10.63,420.26,2295,45.32,3,63,No,Normal
M09251,60.32,4.71,89.92,2899,4.66,419.45,7026,98.54,2,65,No,Normal
M09252,90.13,2.3,101.74,2779,8.93,384.03,10492,74.85,4,56,No,Normal
M09253,64.78,3.57,84.88,3656,5.71,414.85,3682,54.92,3,140,No,Normal
M09254,54.22,4,99.12,2176,3.48,377.44,5687,75.54,4,85,No,Normal
M09255,72.63,8.84,92.23,2258,8.23,441.96,5471,86.24,1,55,Yes,Fault
M09256,64.3,2.91,100.81,2112,10.42,431.54,2436,37.35,2,158,No,Normal
M09257,59.97,4.29,107.6,3079,8.99,427.08,12000,99.9,3,232,No,Fault
M09258,56.85,3.53,93.07,1808,8.72,397.17,3515,46.22,3,107,No,Normal
M09259,103.22,5.4,86.45,3283,2.52,454.73,2905,88.16,4,109,No,Normal
M09260,66.98,3.56,86.36,2194,8.14,384.63,10125,35.59,4,122,No,Normal
M09261,46.89,2.45,78.42,2297,8.17,416.4,10929,83.5,2,72,No,Normal
M09262,87.92,4.15,77.95,3951,9.93,382.26,2643,56.34,5,41,Yes,Fault
M09263,77.33,3.96,97.63,3601,6.07,409.87,7439,100,2,146,No,Fault
M09264,60.8,3.43,71.51,2877,10.41,450.59,11329,54.4,3,138,No,Normal
M09265,58.8,3.53,107.61,1948,7.33,428.23,1250,51.92,3,185,No,Normal
M09266,78.08,6.63,82.88,4109,7.81,389.21,2892,54.09,5,122,No,Normal
M09267,67.04,3.92,125,2672,9.71,400.38,7406,77.56,4,66,Yes,Normal
M09268,46.89,2.46,75.3,2961,5.76,404.37,2993,86.37,4,34,No,Normal
M09269,91.45,3.67,88.5,3393,10.4,391.64,12000,50.76,7,73,No,Fault
M09270,64.79,4.6,80.07,1524,5.38,422.63,2830,77.93,5,33,No,Normal
M09271,87.95,2.09,73.9,2384,10.01,476.15,5063,65.67,2,365,No,Fault
M09272,85.34,7.43,99.89,2756,7.96,399.34,5608,51.8,3,141,No,Fault
